location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
CO,2022-03-16,CO,Colombia,626.0,26.0,79222616.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.240741,77.439814,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-17,CO,Colombia,744.0,25.0,79222616.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.738095,73.42036,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-18,CO,Colombia,665.0,29.0,79449268.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.138889,82.720751,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-19,CO,Colombia,693.0,19.0,79449268.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.039683,74.898378,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-20,CO,Colombia,542.0,18.0,79449268.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.355556,80.094795,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-21,CO,Colombia,508.0,19.0,79449268.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.033333,77.084421,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-22,CO,Colombia,294.0,14.0,79449268.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.569444,80.305909,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-23,CO,Colombia,293.0,23.0,80224223.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.5,72.83057,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-24,CO,Colombia,351.0,23.0,80224223.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.015873,69.313597,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-25,CO,Colombia,366.0,13.0,80224223.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.444444,78.316523,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-26,CO,Colombia,348.0,14.0,80531597.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.134921,81.044148,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-27,CO,Colombia,352.0,15.0,80573164.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.981481,86.248478,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-28,CO,Colombia,296.0,12.0,80649211.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.126984,80.134381,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-29,CO,Colombia,301.0,10.0,80744778.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.851852,79.093688,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-30,CO,Colombia,311.0,12.0,80853452.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.648148,80.232941,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-03-31,CO,Colombia,365.0,14.0,80853452.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.962963,80.638786,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-01,CO,Colombia,354.0,15.0,80853452.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.185185,75.336943,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-02,CO,Colombia,348.0,14.0,81128454.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.47619,73.002659,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-03,CO,Colombia,308.0,10.0,81159572.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.083333,73.011959,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-04,CO,Colombia,307.0,10.0,81258280.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.198413,76.463023,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-05,CO,Colombia,251.0,8.0,81346329.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.283951,83.260797,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-06,CO,Colombia,327.0,9.0,81433240.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.972222,74.350152,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-07,CO,Colombia,312.0,6.0,81519746.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.027778,77.769164,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-08,CO,Colombia,320.0,10.0,81603837.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.611111,81.006436,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-09,CO,Colombia,294.0,10.0,81603837.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.007937,75.029938,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-10,CO,Colombia,297.0,6.0,81700313.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.861111,75.831981,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-11,CO,Colombia,301.0,6.0,81790318.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.138889,79.056554,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-12,CO,Colombia,284.0,4.0,81790318.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.074074,75.185927,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-13,CO,Colombia,293.0,5.0,81790318.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.753968,72.144349,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-14,CO,Colombia,264.0,4.0,81790318.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.986111,65.23122,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-15,CO,Colombia,205.0,3.0,81963673.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.986111,68.862549,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-16,CO,Colombia,159.0,4.0,81982606.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.784722,81.975033,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-17,CO,Colombia,122.0,4.0,81982606.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.055556,78.251973,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-18,CO,Colombia,129.0,2.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.588889,85.643091,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-19,CO,Colombia,207.0,3.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.268519,86.709489,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-20,CO,Colombia,248.0,1.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.261905,87.645783,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-21,CO,Colombia,274.0,4.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.840278,81.34728,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-22,CO,Colombia,283.0,6.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.0625,80.081191,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-23,CO,Colombia,291.0,6.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.416667,79.645279,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-24,CO,Colombia,249.0,7.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.375,76.313584,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-25,CO,Colombia,208.0,2.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.351852,85.953743,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-26,CO,Colombia,202.0,3.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.460317,78.917895,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-27,CO,Colombia,206.0,2.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.388889,83.960865,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-28,CO,Colombia,208.0,4.0,82062945.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.798611,90.67356,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-29,CO,Colombia,236.0,4.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.25,81.119325,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-04-30,CO,Colombia,264.0,4.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.625,75.839574,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-01,CO,Colombia,0.0,0.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.166667,70.445895,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-02,CO,Colombia,0.0,0.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.861111,69.273593,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-03,CO,Colombia,0.0,0.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.404762,61.370059,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-04,CO,Colombia,0.0,0.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.412698,68.238417,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-05,CO,Colombia,978.0,12.0,82443202.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.319444,85.89596,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-06,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.930556,82.217179,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-07,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.935185,90.210474,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-08,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.896825,77.573314,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-09,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.972222,77.958528,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-10,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.420635,77.637235,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-11,CO,Colombia,0.0,0.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.564815,81.82693,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-12,CO,Colombia,1671.0,12.0,82845381.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.680556,81.411245,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-13,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.746032,81.340553,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-14,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.62037,84.664819,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-15,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.157407,74.588376,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-16,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,20.992063,80.300856,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-17,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.524691,85.041192,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-18,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.361111,92.480001,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-19,CO,Colombia,3795.0,12.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,19.873016,85.397294,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2022-05-20,CO,Colombia,0.0,0.0,83585958.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.222222,83.646118,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
